OBJECTID,YEAR_,STATE,AGENCY,UNIT_ID,TREATMENT_ID,TREATMENT_NAME,TREATMENT_TYPE,START_DATE,END_DATE,TREATED_AC,GIS_ACRES,RX_CONSUM,PRE_CON_CLASS,POST_CON_CLASS,Shape_Length,Shape_Area
"1183","2007",CA,USF,LNF,050653F026000001000,QNORTH COBLE UB 07,"3",2007/05/09 00:00:00,2007/05/09 00:00:00,147.979220704571,147.979217529297,,,,3641.80940714223,598850.6572746
"1184","2005",CA,USF,LNF,050653F026000003000,QNORTH COBLE BROADCAST BURN,"3",2005/07/01 00:00:00,2005/10/07 00:00:00,543.387007599916,543.387023925781,,,,6338.48421784928,2199009.20236296
"1185","2008",CA,USF,LNF,050653F026000005000,NORTH COBLE UB 09,"3",2008/10/29 00:00:00,2008/10/29 00:00:00,69.390395285426,69.3903961181641,,,,2991.96588043734,280812.965564785
"1186","2008",CA,USF,LNF,050653F026000006000,NORTH COBLE UB 09,"3",2008/10/27 00:00:00,2008/10/27 00:00:00,283.24666415952,283.246673583984,,,,4390.88357929221,1146258.58160901
"1187","2008",CA,USF,LNF,050653F026000007000,NORTH COBLE UB 09,"3",2008/10/27 00:00:00,2008/10/27 00:00:00,217.049957778091,217.049957275391,,,,4275.64068625584,878370.016466727
"1188","2007",CA,USF,LNF,050653F027000001000,QPITTVILLE UB 07,"3",2006/10/01 00:00:00,2007/04/27 00:00:00,207.09036780533,207.090362548828,,,,3982.40704825424,838064.986024334
"1189","2008",CA,USF,LNF,050653F027000004000,PITTVILLE DFPZ 2008,"3",2008/06/25 00:00:00,2008/06/25 00:00:00,786.737289853998,786.7373046875,,,,9501.98461060413,3183812.86053989
"1190","2005",CA,USF,LNF,050653F027000005000,PITTVILLE NORTH UB,"3",2005/10/15 00:00:00,2005/10/15 00:00:00,624.811312722585,624.811340332031,,,,9678.88322709346,2528521.93645873
"1191","2006",CA,USF,LNF,050653F029000001000,QPITTVILLE UNDERBURN 07,"3",2006/10/23 00:00:00,2006/10/23 00:00:00,354.164248874392,354.164245605469,,,,5281.35001211406,1433251.86514181
"1192","2006",CA,USF,LNF,050653F029000003000,QPITTVILLE UNDERBURN 07,"3",2006/10/30 00:00:00,2006/10/30 00:00:00,479.582597011367,479.582611083984,,,,5839.81164015493,1940801.91278672
"1193","2006",CA,USF,LNF,050653F029000004000,QPITTVILLE UNDERBURN 07,"3",2006/10/30 00:00:00,2006/10/30 00:00:00,112.747847041653,112.747848510742,,,,3035.33092034034,456274.348912288
"1194","2009",CA,USF,LNF,050653F029000006000,QPITTVILLE BURN 09,"3",2009/04/01 00:00:00,2009/04/01 00:00:00,382.366249499966,382.366241455078,,,,10180.7288743375,1547381.31567187
"1195","2006",CA,USF,LNF,050653F038000001000,QBLACKS RIDGE UNDERBURN 07,"3",2006/11/02 00:00:00,2006/11/02 00:00:00,280.760060134072,280.760070800781,,,,5226.29392247751,1136195.65677276
"1196","2010",CA,USF,LNF,050653F038000011000,BEAVER SPRING RX 2010,"3",2010/10/22 00:00:00,2010/10/22 00:00:00,216.67278827396,216.672790527344,,,,4713.9111295768,876843.66478579
"1197","2009",CA,USF,LNF,050653F039000002000,HACKSAW 2009 RX-BURN,"3",2009/04/15 00:00:00,2009/04/25 00:00:00,931.205770846174,931.205749511719,,,,8782.6483187142,3768456.05165528
"1198","2005",CA,USF,LNF,050653F039000003000,PITTVILLE UB 2006,"3",2005/10/01 00:00:00,2005/11/01 00:00:00,355.254832983965,355.254821777344,,,,5255.20043113057,1437665.32347949
"1199","2010",CA,USF,LNF,050653F039000004000,PITTVILLE 2010,"3",2009/10/20 00:00:00,2010/04/28 00:00:00,1336.82346390996,1336.82348632812,,,,28930.5681500343,5409932.64103739
"1200","2006",CA,USF,LNF,050653F040000001000,QBLACKS RIDGE UNDERBURN 07,"3",2006/10/01 00:00:00,2006/10/15 00:00:00,252.908059606819,252.908065795898,,,,5137.19070265044,1023482.73354212
"1201","2008",CA,USF,LNF,050653F043000001000,NORTH COBLE UB 08,"3",2007/05/11 00:00:00,2008/05/02 00:00:00,543.787839001217,543.787841796875,,,,9511.67852503985,2200631.30868509
"1202","2008",CA,USF,LNF,050653F043000002000,QNORTH COBLE UB 08,"3",2007/05/11 00:00:00,2008/04/05 00:00:00,152.357788909434,152.357788085938,,,,3317.18712972587,616570.096550808
"1203","2007",CA,USF,LNF,050653F043000003000,QNORTH COBLE UB 07,"3",2007/05/09 00:00:00,2007/05/09 00:00:00,448.061305230504,448.061309814453,,,,6192.06125752509,1813239.76821139
"1204","2008",CA,USF,LNF,050653F043000004000,NORTH COBLE UB 08,"3",2007/10/01 00:00:00,2008/04/25 00:00:00,155.429257559052,155.429260253906,,,,4551.02372364574,628999.887924771
"1205","2007",CA,USF,LNF,050653F043000005000,QNORTH COBLE UNDERBURN 2007,"3",2007/05/01 00:00:00,2007/05/01 00:00:00,210.869222317188,210.869216918945,,,,5338.06276634478,853357.465436683
"1206","2007",CA,USF,LNF,050653F043000006000,QNORTH COBLE UNDERBURN 2007,"3",2007/04/29 00:00:00,2007/04/29 00:00:00,415.203277714785,415.203277587891,,,,6175.36769807418,1680268.05102161
"1207","2008",CA,USF,LNF,050653F043000007000,NORTH COBLE UB 08,"3",2007/05/11 00:00:00,2008/04/22 00:00:00,122.609099035476,122.609100341797,,,,3461.05027078317,496181.425162875
"1208","2007",CA,USF,LNF,050653F043000008000,QNORTH COBLE UB 08,"3",2007/10/01 00:00:00,2007/11/08 00:00:00,182.493620916952,182.493621826172,,,,3608.08713890561,738525.481854797
"1209","2007",CA,USF,LNF,050653F043000013000,QNORTH COBLE CRUSHING,"3",2007/10/01 00:00:00,2007/10/04 00:00:00,98.434293601187,98.4342956542969,,,,3765.0898263641,398349.456159342
"1210","2009",CA,USF,LNF,"0506580140080000001",SIGNAL,"3",2008/10/15 00:00:00,2009/05/10 00:00:00,30.2308856520114,30.2308864593506,,,,1454.48583070648,122340.053755682
"1211","2007",CA,USF,LNF,"0506580140083000001",,"3",2007/10/01 00:00:00,2007/11/16 00:00:00,210.033533491218,210.033538818359,,,,6506.44509539473,849975.555414977
"1212","2007",CA,USF,LNF,"0506580140086000000",DOW BUTTE SM LOG BIOMASS,"3",2006/10/01 00:00:00,2007/05/09 00:00:00,61.5250952777856,61.5250968933105,,,,2747.17556208989,248983.227487228
"1213","2007",CA,USF,LNF,"0506580140089000000",SIGNAL SL,"3",2006/10/01 00:00:00,2007/05/08 00:00:00,128.378256555613,128.37825012207,,,,3699.92252618498,519528.372038596
"1214","2008",CA,USF,LNF,"0506580180130000000",,"3",2008/10/01 00:00:00,2008/10/29 00:00:00,67.9929424101197,67.9929428100586,,,,3947.96912491635,275157.675670266
"1215","2008",CA,USF,LNF,"0506580180133000000",,"3",2008/10/01 00:00:00,2008/10/30 00:00:00,62.4746271038331,62.4746284484863,,,,4222.77947472023,252825.845932192
"1216","2008",CA,USF,LNF,"0506580190454000001",,"3",2007/10/01 00:00:00,2008/05/19 00:00:00,47.8106448534646,47.8106460571289,,,,3892.08981975092,193482.824944206
"1217","2009",CA,USF,LNF,"0506580190454000002",,"3",2009/03/30 00:00:00,2009/06/23 00:00:00,134.672036997147,134.67204284668,,,,7128.32938233452,544998.425119795
"1218","2008",CA,USF,LNF,"0506580210005000000",,"3",2008/10/01 00:00:00,2008/10/29 00:00:00,18.8951481786006,18.8951473236084,,,,1268.75546495664,76465.9517587696
"1219","2007",CA,USF,LNF,050658F007000012000,SIGNAL #4 RX BURN (D-4),"3",2006/10/01 00:00:00,2007/05/09 00:00:00,99.3424584807613,99.3424606323242,,,,3298.47932340163,402024.664822589
"1220","2009",CA,USF,LNF,050658F007000012000,SIGNAL #4 RX BURN (D-4),"3",2008/10/01 00:00:00,2009/05/07 00:00:00,99.3424584807613,99.3424606323242,,,,3298.47932340163,402024.664822589
"1221","2008",CA,USF,LNF,050658F007000151000,SIGNAL/DOW UB UNIT D1,"3",2007/10/01 00:00:00,2008/05/02 00:00:00,60.1682240226889,60.1682243347168,,,,2406.04208029308,243492.16381062
"1222","2008",CA,USF,LNF,050658F007000152000,SIGNAL/DOW UNDERBURN UNIT D2,"3",2007/10/01 00:00:00,2008/05/10 00:00:00,111.338556342413,111.338554382324,,,,3647.01948756893,450571.15179504
"1223","2008",CA,USF,LNF,050658F007000153000,SIGNAL/DOW UB UNIT D-3,"3",2007/10/01 00:00:00,2008/05/02 00:00:00,443.112474347599,443.112487792969,,,,5977.24012610831,1793212.5607782
"1224","2008",CA,USF,LNF,050658F011000222000,BLACKS RNA C UB 2008,"3",2007/10/01 00:00:00,2008/06/03 00:00:00,50.2300883840773,50.2300872802734,,,,2515.85957527498,203273.956125634
"1225","2008",CA,USF,LNF,050658F011000223000,BLACKS RNA C UB 2009,"3",2008/10/30 00:00:00,2008/10/30 00:00:00,15.0598985739328,15.0598983764648,,,,1108.09139096059,60945.2492937143
"1226","2006",CA,USF,LNF,050658F012000037000,06 EL CRATER UNDERBURN,"3",2005/10/24 00:00:00,2006/06/01 00:00:00,684.614298407231,684.614318847656,,,,28481.4555224292,2770535.75033873
"1227","2009",CA,USF,LNF,050658F012000038000,CRATER UNDERBURN 2009,"3",2009/04/20 00:00:00,2009/05/14 00:00:00,389.632438052419,389.632446289062,,,,9624.22197073796,1576786.55874752
"1228","2010",CA,USF,LNF,050658F012000205000,CHAMPS UB #5,"3",2009/10/01 00:00:00,2010/06/22 00:00:00,694.728044899074,694.72802734375,,,,11551.4455921467,2811464.65032121
"1229","2006",CA,USF,LNF,050658F014000001000,DOW UNDERBURN # 5,"3",2006/10/11 00:00:00,2006/10/11 00:00:00,397.878381774402,397.878387451172,,,,5447.5039734331,1610156.68659633
"1230","2009",CA,USF,LNF,050658F014000001000,DOW UNDERBURN # 5,"3",2008/10/01 00:00:00,2009/05/07 00:00:00,397.878381774402,397.878387451172,,,,5447.5039734331,1610156.68659633
"1231","2007",CA,USF,LNF,050658F014000005000,DOW UNDERBURN # 6,"3",2007/10/01 00:00:00,2007/11/16 00:00:00,43.5749571457562,43.5749588012695,,,,2039.71669102246,176341.595123446
"1232","2006",CA,USF,LNF,050658F018000002000,06 EL GRAYS UNDERBURN,"3",2005/10/15 00:00:00,2006/06/01 00:00:00,468.128099383484,468.128112792969,,,,13719.9966375586,1894447.20480788
"1233","2010",CA,USF,LNF,050658F019000462000,CRATER UB #6,"3",2010/01/10 00:00:00,2010/06/11 00:00:00,157.067673184484,157.067672729492,,,,4557.30761404515,635630.318740691
"1234","2010",CA,USF,LNF,050658F019000463000,CRATER UB # 4 2010,"3",2010/01/10 00:00:00,2010/06/12 00:00:00,50.6898211497909,50.6898193359375,,,,2117.40432627379,205134.428270339
"1235","2009",CA,USF,LPF,050753070604F005000,PINE,"3",2009/01/19 00:00:00,2009/01/24 00:00:00,5816.08986497197,5816.08984375,,,,27340.915507446,23536880.6228203
"1236","2007",CA,USF,LPF,050754100204F001000,SANTA CRUZ,"3",2007/08/15 00:00:00,2007/08/15 00:00:00,9964.78912277203,9964.7890625,,,,41740.0622621777,40326070.8593517
"1237","2007",CA,USF,LPF,050754130201F001000,EAST & WEST CAMINO CIELO,"3",2007/08/15 00:00:00,2007/08/15 00:00:00,1456.84431005147,1456.84436035156,,,,101785.732829663,5895639.75256871
"1238","2006",CA,USF,LPF,050757020503F001000,ALAMO MOUNTAIN #1,"3",2006/10/01 00:00:00,2006/10/15 00:00:00,4846.56966114805,4846.56982421875,,,,24064.2566419346,19613371.559826
"1239","2006",CA,USF,LPF,050757020504F001000,ALAMO MOUNTAIN #2,"3",2006/10/01 00:00:00,2006/10/15 00:00:00,12966.0731025687,12966.0732421875,,,,46435.9739189343,52471836.2084379
"1240","2008",CA,USF,MNF,"0508511220001000005",DOE PEAK TYPE CONVERSION,"3",2008/03/01 00:00:00,2008/03/11 00:00:00,102.31770168592,102.31770324707,,,,9314.23535059595,414065.072461604
"1241","2006",CA,USF,MNF,"0508511220001000009",DOE PEAK TYPE CONVERSION,"3",2006/09/30 00:00:00,2006/09/30 00:00:00,270.458058792469,270.458068847656,,,,21644.2974267788,1094504.98160201
"1242","2009",CA,USF,MNF,"0508511220001000013",DOE PEAK TYPE CONVERSION,"3",2009/11/28 00:00:00,2009/11/28 00:00:00,629.424469027222,629.424499511719,,,,11646.704683032,2547190.45485888
"1243","2006",CA,USF,MNF,"0508511240001000000",06 OAK RIDGE,"3",2006/05/01 00:00:00,2006/05/22 00:00:00,360.141817467306,360.141815185547,,,,9271.09081819565,1457442.58876363
"1244","2008",CA,USF,MNF,"0508511240004000001",OAK RIDGE UNDERBURN FY 2009,"3",2008/10/01 00:00:00,2008/12/01 00:00:00,13.2357966453608,13.2357969284058,,,,1100.40254028664,53563.3686598585
"1245","2009",CA,USF,MNF,"0508511240004000002",OAK RIDGE UNDERBURN FY 2009,"3",2009/11/03 00:00:00,2009/11/04 00:00:00,100.165678394173,100.165679931641,,,,3484.62602063436,405356.119149218
"1246","2008",CA,USF,MNF,"0508530100071000001",ALDER SPRINGS UNIT 71,"3",2008/03/01 00:00:00,2008/03/11 00:00:00,9.96064421386564,9.96064376831055,,,,1075.93222034039,40309.2970081236
"1247","2008",CA,USF,MNF,"0508530100072000001",ALDER SPRINGS UNIT 72,"3",2008/10/01 00:00:00,2008/10/10 00:00:00,10.2146676959058,10.2146673202515,,,,957.654904085248,41337.292700858
"1248","2006",CA,USF,MNF,"0508530110002000000",ALDER SPRINGS UNDERBURN#2 2007,"3",2005/10/15 00:00:00,2006/11/01 00:00:00,74.8402075359061,74.8402099609375,,,,3130.09179968292,302867.572336281
"1249","2007",CA,USF,MNF,"0508530110003000000",ALDER UNIT 52,"3",2007/04/05 00:00:00,2007/04/08 00:00:00,1200.63352474407,1200.63354492188,,,,15657.1044640261,4858791.49906047
"1250","2008",CA,USF,MNF,"0508530110003000001",ALDER UNIT 52,"3",2008/03/11 00:00:00,2008/03/11 00:00:00,211.963733509683,211.963729858398,,,,16347.0622342846,857786.79929055
"1251","2006",CA,USF,MNF,"0508530140013000000",ALDER UNIT 73,"3",2005/10/15 00:00:00,2006/10/13 00:00:00,63.565148447849,63.5651473999023,,,,3098.94740154263,257239.029236987
"1252","2008",CA,USF,MNF,"0508530140019000000",ALDER SPRINGS UNIT 53,"3",2008/03/11 00:00:00,2008/03/11 00:00:00,34.9937558905957,34.9937553405762,,,,2698.2612268878,141614.705769755
"1253","2008",CA,USF,MNF,"0508530150001000006",TYPE CONVERSION MAINTAINENCE,"3",2008/03/01 00:00:00,2008/03/11 00:00:00,80.9218710328872,80.9218673706055,,,,3233.48671243495,327479.196978881
"1254","2008",CA,USF,MNF,"0508530150001000007",TYPE CONVERSION MAINTAINENCE,"3",2008/11/01 00:00:00,2008/11/12 00:00:00,175.137131444193,175.137130737305,,,,9619.43400645869,708754.857489486
"1255","2009",CA,USF,MNF,"0508530150001000008",TYPE CONVERSION MAINTAINENCE,"3",2009/10/15 00:00:00,2009/10/15 00:00:00,160.245585201718,160.245590209961,,,,8243.57189318103,648490.898068308
"1256","2010",CA,USF,MNF,"0508530150001000009",TYPE CONVERSION MAINTAINENCE,"3",2010/10/26 00:00:00,2010/10/26 00:00:00,258.897210636731,258.897216796875,,,,8902.63861302464,1047719.84836059
"1257","2010",CA,USF,MNF,"0508530330001000000",BLACK DIAMOND GLADE CLEARING,"3",2010/10/27 00:00:00,2010/10/27 00:00:00,174.824073350383,174.824066162109,,,,6709.3615188405,707487.924028127
"1258","2009",CA,USF,MNF,"0508530330002000001",MINE CAMP DIVERSION DAM,"3",2009/10/20 00:00:00,2009/10/20 00:00:00,33.1518428691537,33.1518440246582,,,,2944.78103277873,134160.749038939
"1259","2010",CA,USF,MNF,"0508530330003000000",MINE CAMP,"3",2010/11/01 00:00:00,2010/11/03 00:00:00,86.584971520363,86.5849685668945,,,,5724.13526794382,350396.948080502
"1260","2009",CA,USF,MNF,"0508540140103000000",PILLSBURY T-3,"3",2009/03/13 00:00:00,2009/03/13 00:00:00,51.778225065168,51.7782249450684,,,,2744.69877836019,209539.042645448
"1261","2009",CA,USF,MNF,"0508540140105000000",PILLSBURY T-15,"3",2009/03/13 00:00:00,2009/03/13 00:00:00,21.3611785270985,21.3611793518066,,,,1906.12144321054,86445.6225124215
"1262","2008",CA,USF,MNF,"0508540140201000006",GRAVELLY VALLEY MOWING,"3",2008/03/10 00:00:00,2008/03/10 00:00:00,9.36261301257149,9.3626127243042,,,,908.937150057081,37889.1506003708
"1263","2008",CA,USF,MNF,"0508540140201000007",GRAVELLY VALLEY MOWING,"3",2008/03/11 00:00:00,2008/03/11 00:00:00,20.4603906676717,20.4603900909424,,,,1151.45571641083,82800.2633782803
"1264","2006",CA,USF,MNF,"0508540140202000001",GRAVELLY VALLEY BURN,"3",2006/12/14 00:00:00,2006/12/14 00:00:00,7.35595082504183,7.35595083236694,,,,658.549789176204,29768.4768391791
"1265","2007",CA,USF,MNF,"0508540231208000000",HOWARD MILL UNDERSTORY,"3",2007/02/20 00:00:00,2007/02/20 00:00:00,12.35227766761,12.3522777557373,,,,1145.87919579842,49987.9018912397
"1266","2010",CA,USF,MNF,"0508540231323000001",WILLOW CREEK THIN AND RELEASE,"3",2010/03/24 00:00:00,2010/03/24 00:00:00,30.7431255321598,30.7431259155273,,,,1665.59913743447,124413.003415979
"1267","2007",CA,USF,MNF,"0508540231325000000",HOWARD MILL UNDERSTORY,"3",2007/03/19 00:00:00,2007/03/19 00:00:00,48.7732357817138,48.7732353210449,,,,3696.50666246781,197378.272951005
"1268","2008",CA,USF,MNF,"0508540231325000001",HOWARD MILL UNDERSTORY,"3",2008/03/07 00:00:00,2008/03/07 00:00:00,4.72237317280105,4.72237300872803,,,,782.373280718822,19110.7684689957
"1269","2008",CA,USF,MNF,"0508540231325000002",HOWARD MILL UNDERSTORY,"3",2008/03/12 00:00:00,2008/03/12 00:00:00,10.5986378565359,10.5986375808716,,,,1243.67975587853,42891.1628040805
"1270","2008",CA,USF,MNF,"0508540231325000003",HOWARD MILL UNDERSTORY,"3",2008/03/20 00:00:00,2008/03/20 00:00:00,4.86630077108989,4.86630058288574,,,,988.445814562149,19693.2205514546
"1271","2007",CA,USF,MNF,"0508540231406000001",HOWARD MILL UNDERSTORY,"3",2007/03/25 00:00:00,2007/03/25 00:00:00,85.9786287934177,85.978630065918,,,,3906.61403216045,347943.165893052
"1272","2009",CA,USF,MNF,"0508540232403000000",,"3",2009/04/06 00:00:00,2009/04/06 00:00:00,73.4001269727996,73.4001235961914,,,,3618.66759957931,297039.774003397
"1273","2009",CA,USF,MNF,"0508540232415000000",,"3",2009/01/21 00:00:00,2009/04/06 00:00:00,15.9269604414967,15.9269599914551,,,,1913.50769705508,64454.135019153
"1274","2009",CA,USF,MNF,"0508540232416000002",HOWARD MILL UNDERSTORY,"3",2009/04/07 00:00:00,2009/04/07 00:00:00,161.433125848144,161.433120727539,,,,5000.78963982258,653296.671536105
"1275","2008",CA,USF,MNF,"0508540262208000002",STREETER,"3",2008/04/01 00:00:00,2008/04/01 00:00:00,5.06918825923078,5.06918811798096,,,,595.047493597278,20514.2770632228
"1276","2005",CA,USF,MNF,"0508540262305000000",HOWARD MILL UNDERSTORY,"3",2005/12/05 00:00:00,2005/12/05 00:00:00,90.1818477150582,90.1818466186523,,,,4387.66050895589,364952.991062533
"1277","2008",CA,USF,MNF,"0508540262305000001",HOWARD MILL UNDERSTORY,"3",2008/03/24 00:00:00,2008/03/24 00:00:00,8.30813031280973,8.30813026428223,,,,1044.03948567172,33621.8084203903
"1278","2008",CA,USF,MNF,"0508540262311000001",HORSE MOUNTAIN MECHANICAL 1,"3",2008/12/09 00:00:00,2008/12/09 00:00:00,21.4329037417912,21.4329032897949,,,,1588.08629718304,86735.8821757878
"1279","2008",CA,USF,MNF,"0508540262311000002",HORSE MOUNTAIN MECHANICAL 1,"3",2008/03/24 00:00:00,2008/03/24 00:00:00,11.9813416108258,11.9813413619995,,,,1054.11873877852,48486.7690135928
"1280","2008",CA,USF,MNF,"0508540262311000003",HORSE MOUNTAIN MECHANICAL 1,"3",2008/03/25 00:00:00,2008/03/25 00:00:00,13.3089599206835,13.3089599609375,,,,1216.4579892925,53859.4497993636
"1281","2008",CA,USF,MNF,"0508540262312000000",HORSE MOUNTAIN MECHANICAL 2,"3",2007/01/15 00:00:00,2008/04/02 00:00:00,16.4025368366325,16.4025363922119,,,,1667.07837396655,66378.7115409789
"1282","2008",CA,USF,MNF,"0508540262313000000",HORSE MOUNTAIN MECHANICAL 3,"3",2008/04/03 00:00:00,2008/04/03 00:00:00,17.3710060462049,17.3710060119629,,,,2076.73964971356,70297.9673816337
"1283","2008",CA,USF,MNF,"0508540262314000000",HORSE MOUNTAIN MECHANICAL 4,"3",2007/01/15 00:00:00,2008/04/01 00:00:00,17.6307700720237,17.6307697296143,,,,1749.1573920103,71349.1926351715
"1284","2008",CA,USF,MNF,"0508540262314000001",HORSE MOUNTAIN MECHANICAL 4,"3",2008/04/02 00:00:00,2008/04/02 00:00:00,5.02699751509792,5.02699756622314,,,,642.481027211162,20343.5351488713
"1285","2009",CA,USF,MNF,"0508540262601000002",HORSE MOUNTAIN MECHANICAL 5,"3",2009/04/01 00:00:00,2009/04/01 00:00:00,49.835511796469,49.8355102539062,,,,4575.76638933314,201677.160977132
"1286","2007",CA,USF,MNF,"0508540263101000009",ELK MOUNTAIN FUELBREAK,"3",2007/02/28 00:00:00,2007/02/28 00:00:00,6.970864405758,6.97086429595947,,,,863.728164934208,28210.0829767797
"1287","2009",CA,USF,MNF,"0508540263101000013",ELK MOUNTAIN FUELBREAK,"3",2009/01/21 00:00:00,2009/01/21 00:00:00,15.1009882134915,15.1009883880615,,,,2353.03546825652,61111.531615341
"1288","2007",CA,USF,MNF,"0508540263105000000",HOWARD MILL UNDERSTORY BURN,"3",2001/02/15 00:00:00,2007/02/15 00:00:00,261.726762454364,261.726776123047,,,,6323.1557902801,1059170.63191006
"1289","2007",CA,USF,MNF,"0508540263105000001",HOWARD MILL UNDERSTORY BURN,"3",2007/02/06 00:00:00,2007/02/06 00:00:00,200.681411315984,200.681411743164,,,,5848.88090044402,812128.861268492
"1290","2007",CA,USF,MNF,"0508540273018000001",HOWARD MILL UNDERSTORY,"3",2007/02/20 00:00:00,2007/02/20 00:00:00,44.7390028682955,44.7390022277832,,,,2419.08232450028,181052.324095066
"1291","2009",CA,USF,MNF,"0508540273018000002",HOWARD MILL UNDERSTORY,"3",2009/03/19 00:00:00,2009/03/19 00:00:00,20.186285958258,20.1862850189209,,,,1363.86072947805,81690.9974400215
"1292","2007",CA,USF,MNF,"0508540273018000003",HOWARD MILL UNDERSTORY,"3",2007/03/15 00:00:00,2007/03/15 00:00:00,239.993046015818,239.993041992188,,,,5050.36462955082,971217.40154646
"1293","2010",CA,USF,MNF,"0508540370402000000",HIGH VALLEY,"3",2009/03/15 00:00:00,2010/04/10 00:00:00,35.5993676909612,35.5993690490723,,,,2232.61720616526,144065.529773546
"1294","2010",CA,USF,MNF,"0508540370403000000",HIGH VALLEY,"3",2010/04/10 00:00:00,2010/04/10 00:00:00,9.95461067053698,9.95461082458496,,,,943.172331669248,40284.8801245541
"1295","2010",CA,USF,MNF,"0508540370404000000",HIGH VALLEY,"3",2010/04/10 00:00:00,2010/04/10 00:00:00,12.6158466026656,12.6158466339111,,,,1114.82194914966,51054.5198480104
"1296","2010",CA,USF,MNF,"0508540370407000000",HIGH VALLEY,"3",2010/04/10 00:00:00,2010/04/10 00:00:00,17.3751424730272,17.3751430511475,,,,1312.58117391661,70314.706907085
"1297","2008",CA,USF,MNF,"0508560131201000000",NEWHOUSE BURN,"3",2008/11/15 00:00:00,2008/11/20 00:00:00,271.99161334624,271.991607666016,,,,4892.69972489919,1100711.00730917
"1298","2005",CA,USF,MDF,"0509533310013000000",PLUM VALLEY,"3",2005/10/01 00:00:00,2005/10/10 00:00:00,193.153787341208,193.153793334961,,,,4100.93497051733,781665.787088391
"1299","2009",CA,USF,MDF,"0509533320003000003",,"3",2008/10/01 00:00:00,2009/10/09 00:00:00,101.181200234701,101.181198120117,,,,2842.47641591052,409465.786211458
"1300","2009",CA,USF,MDF,"0509533320005000001",,"3",2008/10/01 00:00:00,2009/10/09 00:00:00,107.265555531207,107.265556335449,,,,2846.96915884396,434088.310471409
"1301","2009",CA,USF,MDF,"0509533320005000002",,"3",2008/10/01 00:00:00,2009/10/09 00:00:00,29.2771226107188,29.2771224975586,,,,1720.0972799025,118480.319514599
"1302","2009",CA,USF,MDF,"0509533320014000000",PULLPLUG RX BURN,"3",2008/10/01 00:00:00,2009/10/09 00:00:00,112.153228768607,112.153228759766,,,,3610.82036737721,453868.015370573
"1303","2008",CA,USF,MDF,"0509533320015000000",PULLPLUG RX BURN,"3",2008/10/01 00:00:00,2008/10/22 00:00:00,105.145392173046,105.145393371582,,,,3686.05883071618,425508.309287819
"1304","2008",CA,USF,MDF,"0509533320016000000",PULL PLUG RX BURN,"3",2008/10/01 00:00:00,2008/10/22 00:00:00,101.645449590613,101.645446777344,,,,2876.41004890133,411344.546035293
"1305","2009",CA,USF,MDF,"0509544100002000000",BV HISTORICAL BURNS,"3",2009/10/15 00:00:00,2009/10/15 00:00:00,18.4182062515082,18.4182071685791,,,,1133.08822960368,74535.8217442576
"1306","2009",CA,USF,MDF,"0509544100331000001",COTP,"3",2009/10/15 00:00:00,2009/10/15 00:00:00,29.3149984433753,29.314998626709,,,,1682.63276070668,118633.578249353
"1307","2009",CA,USF,MDF,"0509544101050000000",COTP,"3",2009/10/15 00:00:00,2009/10/15 00:00:00,52.4416981711609,52.4416999816895,,,,3007.72627631708,212224.023045525
"1308","2009",CA,USF,MDF,"0509544103356000000",COTP,"3",2009/10/15 00:00:00,2009/10/15 00:00:00,23.83888549061,23.8388862609863,,,,1298.54228148714,96472.5476430369
"1309","2010",CA,USF,MDF,"0509544104913000000",COTP,"3",2010/10/01 00:00:00,2010/10/01 00:00:00,32.4291853282721,32.4291839599609,,,,2664.70230428174,131236.256918918
"1310","2009",CA,USF,MDF,"0509544104913000000",COTP,"3",2009/10/15 00:00:00,2009/10/15 00:00:00,32.4291853282721,32.4291839599609,,,,2664.70230428174,131236.256918918
"1311","2008",CA,USF,MDF,"0509555010003000000",STATELINE,"3",2008/05/09 00:00:00,2008/05/09 00:00:00,244.512898940118,244.512893676758,,,,4969.59640215462,989508.592252788
"1312","2008",CA,USF,MDF,"0509555010013000000",STATELINE,"3",2008/04/01 00:00:00,2008/05/09 00:00:00,276.210657351627,276.210662841797,,,,4664.62622145855,1117784.87224164
"1313","2008",CA,USF,MDF,"0509555010026000001",STATELINE RXBURN,"3",2008/04/01 00:00:00,2008/05/09 00:00:00,99.17427466222,99.1742782592773,,,,4137.63865809593,401344.042802345
"1314","2008",CA,USF,MDF,"0509555010026000002",STATELINE RXBURN,"3",2008/10/01 00:00:00,2008/10/17 00:00:00,175.652502019286,175.652496337891,,,,4711.00595804071,710840.469338302
"1315","2009",CA,USF,MDF,"0509555010026000003",STATELINE RXBURN,"3",2009/10/09 00:00:00,2009/10/09 00:00:00,691.965347196092,691.96533203125,,,,10373.1492178211,2661307.8852077
"1316","2011",CA,USF,MDF,"0509555010026000004",STATELINE RXBURN,"3",2009/10/09 00:00:00,2011/10/29 00:00:00,578.47252587806,578.472534179688,,,,7382.06898992937,2340995.25989747
"1317","2009",CA,USF,MDF,"0509555010027000000",,"3",2009/05/12 00:00:00,2009/11/24 00:00:00,39.1592233439286,39.1592216491699,,,,2560.31517524072,158471.754485573
"1318","2009",CA,USF,MDF,"0509555020042000001",FOUR MILE,"3",2009/11/25 00:00:00,2009/11/25 00:00:00,15.1187349086471,15.1187353134155,,,,1026.38240793981,61183.3494636216
